"","State","Lake","Scientific.Name","Common.Name","Family","Niche","Chemical","Amount","Units.1","Units.2"
"2916","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","7:3 FTCA",NA,"ng/g","ppb"
"2917","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFEESA",NA,"ng/g","ppb"
"2918","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFMPA",NA,"ng/g","ppb"
"2919","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFMBA",NA,"ng/g","ppb"
"2920","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","NFDHA",NA,"ng/g","ppb"
"2921","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFBA",NA,"ng/g","ppb"
"2922","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFPeA",NA,"ng/g","ppb"
"2923","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFHxA",NA,"ng/g","ppb"
"2924","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFHpA",NA,"ng/g","ppb"
"2925","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFOA",NA,"ng/g","ppb"
"2926","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFNA",0.19,"ng/g","ppb"
"2927","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFDA",0.509,"ng/g","ppb"
"2928","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFUnA",0.865,"ng/g","ppb"
"2929","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFDoA",0.457,"ng/g","ppb"
"2930","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFTrDA",0.756,"ng/g","ppb"
"2931","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFTeDA",0.221,"ng/g","ppb"
"2932","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFBS",NA,"ng/g","ppb"
"2933","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFPeS",NA,"ng/g","ppb"
"2934","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFHxS",NA,"ng/g","ppb"
"2935","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFHpS",NA,"ng/g","ppb"
"2936","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFOS",16.2,"ng/g","ppb"
"2937","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFNS",NA,"ng/g","ppb"
"2938","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFDS",0.121,"ng/g","ppb"
"2939","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFDoS",NA,"ng/g","ppb"
"2940","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","4:2 FTS",NA,"ng/g","ppb"
"2941","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","6:2 FTS",NA,"ng/g","ppb"
"2942","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","8:2 FTS",NA,"ng/g","ppb"
"2943","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFOSA",0.124,"ng/g","ppb"
"2944","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","N-MeFOSA",NA,"ng/g","ppb"
"2945","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","N-EtFOSA",NA,"ng/g","ppb"
"2946","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","MeFOSAA",NA,"ng/g","ppb"
"2947","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","EtFOSAA",NA,"ng/g","ppb"
"2948","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","N-MeFOSE",NA,"ng/g","ppb"
"2949","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","N-EtFOSE",NA,"ng/g","ppb"
"2950","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","HFPO-DA",NA,"ng/g","ppb"
"2951","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","ADONA",NA,"ng/g","ppb"
"2952","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"2953","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"2954","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","3:3 FTCA",NA,"ng/g","ppb"
"2955","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","5:3 FTCA",NA,"ng/g","ppb"
"2956","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","7:3 FTCA",NA,"ng/g","ppb"
"2957","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFEESA",NA,"ng/g","ppb"
"2958","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFMPA",NA,"ng/g","ppb"
"2959","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFMBA",NA,"ng/g","ppb"
"2960","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","NFDHA",NA,"ng/g","ppb"
"2961","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFBA",NA,"ng/g","ppb"
"2962","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFPeA",NA,"ng/g","ppb"
"2963","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFHxA",NA,"ng/g","ppb"
"2964","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFHpA",NA,"ng/g","ppb"
"2965","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFOA",0.257,"ng/g","ppb"
"2966","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFNA",0.789,"ng/g","ppb"
"2967","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFDA",0.956,"ng/g","ppb"
"2968","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFUnA",1.44,"ng/g","ppb"
"2969","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFDoA",0.611,"ng/g","ppb"
"2970","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFTrDA",1.78,"ng/g","ppb"
"2971","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFTeDA",0.444,"ng/g","ppb"
"2972","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFBS",NA,"ng/g","ppb"
"2973","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFPeS",NA,"ng/g","ppb"
"2974","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFHxS",0.261,"ng/g","ppb"
"2975","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFHpS",0.053,"ng/g","ppb"
"2976","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFOS",11.5,"ng/g","ppb"
"2977","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFNS",NA,"ng/g","ppb"
"2978","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFDS",NA,"ng/g","ppb"
"2979","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFDoS",NA,"ng/g","ppb"
"2980","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","4:2 FTS",NA,"ng/g","ppb"
"2981","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","6:2 FTS",NA,"ng/g","ppb"
"2982","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","8:2 FTS",NA,"ng/g","ppb"
"2983","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFOSA",0.512,"ng/g","ppb"
"2984","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","N-MeFOSA",NA,"ng/g","ppb"
"2985","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","N-EtFOSA",NA,"ng/g","ppb"
"2986","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","MeFOSAA",NA,"ng/g","ppb"
"2987","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","EtFOSAA",NA,"ng/g","ppb"
"2988","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","N-MeFOSE",NA,"ng/g","ppb"
"2989","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","N-EtFOSE",NA,"ng/g","ppb"
"2990","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","HFPO-DA",NA,"ng/g","ppb"
"2991","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","ADONA",NA,"ng/g","ppb"
"2992","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"2993","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"2994","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","3:3 FTCA",NA,"ng/g","ppb"
"2995","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","5:3 FTCA",NA,"ng/g","ppb"
"2996","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","7:3 FTCA",NA,"ng/g","ppb"
"2997","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFEESA",NA,"ng/g","ppb"
"2998","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFMPA",NA,"ng/g","ppb"
"2999","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","PFMBA",NA,"ng/g","ppb"
"3000","MI","Lake Michigan","Lota lota","Burbot","Gadidae","P","NFDHA",NA,"ng/g","ppb"
"3001","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFBA",NA,"ng/g","ppb"
"3002","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFPeA",NA,"ng/g","ppb"
"3003","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFHxA",NA,"ng/g","ppb"
"3004","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFHpA",NA,"ng/g","ppb"
"3005","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFOA",NA,"ng/g","ppb"
"3006","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFNA",NA,"ng/g","ppb"
"3007","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFDA",0.312,"ng/g","ppb"
"3008","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFUnA",0.335,"ng/g","ppb"
"3009","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFDoA",0.234,"ng/g","ppb"
"3010","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFTrDA",NA,"ng/g","ppb"
"3011","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFTeDA",0.197,"ng/g","ppb"
"3012","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFBS",NA,"ng/g","ppb"
"3013","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFPeS",NA,"ng/g","ppb"
"3014","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFHxS",NA,"ng/g","ppb"
"3015","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFHpS",NA,"ng/g","ppb"
"3016","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFOS",8.68,"ng/g","ppb"
"3017","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFNS",NA,"ng/g","ppb"
"3018","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFDS",NA,"ng/g","ppb"
"3019","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFDoS",NA,"ng/g","ppb"
"3020","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","4:2 FTS",NA,"ng/g","ppb"
"3021","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","6:2 FTS",NA,"ng/g","ppb"
"3022","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","8:2 FTS",NA,"ng/g","ppb"
"3023","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFOSA",0.643,"ng/g","ppb"
"3024","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","N-MeFOSA",NA,"ng/g","ppb"
"3025","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","N-EtFOSA",NA,"ng/g","ppb"
"3026","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","MeFOSAA",NA,"ng/g","ppb"
"3027","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","EtFOSAA",0.139,"ng/g","ppb"
"3028","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","N-MeFOSE",NA,"ng/g","ppb"
"3029","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","N-EtFOSE",NA,"ng/g","ppb"
"3030","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","HFPO-DA",NA,"ng/g","ppb"
"3031","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","ADONA",NA,"ng/g","ppb"
"3032","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"3033","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"3034","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","3:3 FTCA",NA,"ng/g","ppb"
"3035","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","5:3 FTCA",NA,"ng/g","ppb"
"3036","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","7:3 FTCA",NA,"ng/g","ppb"
"3037","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFEESA",NA,"ng/g","ppb"
"3038","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFMPA",NA,"ng/g","ppb"
"3039","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","PFMBA",NA,"ng/g","ppb"
"3040","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","NFDHA",NA,"ng/g","ppb"
"3041","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFTrDA",0.597,"ng/g","ppb"
"3042","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFBA",NA,"ng/g","ppb"
"3043","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFPeA",NA,"ng/g","ppb"
"3044","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFHxA",NA,"ng/g","ppb"
"3045","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFHpA",NA,"ng/g","ppb"
"3046","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFOA",0.463,"ng/g","ppb"
"3047","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFNA",2.01,"ng/g","ppb"
"3048","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFDA",1.27,"ng/g","ppb"
"3049","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFUnA",1.1,"ng/g","ppb"
"3050","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFDoA",0.395,"ng/g","ppb"
"3051","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFTeDA",0.233,"ng/g","ppb"
"3052","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFBS",NA,"ng/g","ppb"
"3053","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFPeS",NA,"ng/g","ppb"
"3054","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFHxS",0.117,"ng/g","ppb"
"3055","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFHpS",0.064,"ng/g","ppb"
"3056","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFOS",15.4,"ng/g","ppb"
"3057","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFNS",NA,"ng/g","ppb"
"3058","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFDS",0.115,"ng/g","ppb"
"3059","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFDoS",NA,"ng/g","ppb"
"3060","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","4:2 FTS",NA,"ng/g","ppb"
"3061","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","6:2 FTS",NA,"ng/g","ppb"
"3062","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","8:2 FTS",NA,"ng/g","ppb"
"3063","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFOSA",NA,"ng/g","ppb"
"3064","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","N-MeFOSA",NA,"ng/g","ppb"
"3065","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","N-EtFOSA",NA,"ng/g","ppb"
"3066","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","MeFOSAA",NA,"ng/g","ppb"
"3067","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","EtFOSAA",0.415,"ng/g","ppb"
"3068","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","N-MeFOSE",NA,"ng/g","ppb"
"3069","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","N-EtFOSE",NA,"ng/g","ppb"
"3070","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","HFPO-DA",NA,"ng/g","ppb"
"3071","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","ADONA",NA,"ng/g","ppb"
"3072","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","9Cl-PF3ONS",NA,"ng/g","ppb"
"3073","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","11Cl-PF3OUdS",NA,"ng/g","ppb"
"3074","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","3:3 FTCA",NA,"ng/g","ppb"
"3075","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","5:3 FTCA",NA,"ng/g","ppb"
"3076","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","7:3 FTCA",NA,"ng/g","ppb"
"3077","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFEESA",NA,"ng/g","ppb"
"3078","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFMPA",NA,"ng/g","ppb"
"3079","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","PFMBA",NA,"ng/g","ppb"
"3080","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","NFDHA",NA,"ng/g","ppb"
"3081","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFBA",NA,"ng/g","ppb"
"3082","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFPeA",NA,"ng/g","ppb"
"3083","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFHxA",NA,"ng/g","ppb"
"3084","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFHpA",NA,"ng/g","ppb"
"3085","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFOA",0.091,"ng/g","ppb"
"3086","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFNA",0.685,"ng/g","ppb"
"3087","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFDA",0.814,"ng/g","ppb"
"3088","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFUnA",0.952,"ng/g","ppb"
"3089","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFDoA",0.245,"ng/g","ppb"
"3090","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFTrDA",NA,"ng/g","ppb"
"3091","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFTeDA",NA,"ng/g","ppb"
"3092","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFBS",NA,"ng/g","ppb"
"3093","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFPeS",NA,"ng/g","ppb"
"3094","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFHxS",0.12,"ng/g","ppb"
"3095","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFHpS",NA,"ng/g","ppb"
"3096","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFOS",5.4,"ng/g","ppb"
"3097","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFNS",NA,"ng/g","ppb"
"3098","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFDS",NA,"ng/g","ppb"
"3099","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFDoS",NA,"ng/g","ppb"
"3100","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","4:2 FTS",NA,"ng/g","ppb"
"3101","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","6:2 FTS",NA,"ng/g","ppb"
"3102","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","8:2 FTS",NA,"ng/g","ppb"
"3103","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFOSA",0.371,"ng/g","ppb"
"3104","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","N-MeFOSA",NA,"ng/g","ppb"
"3105","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","N-EtFOSA",NA,"ng/g","ppb"
"3106","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","MeFOSAA",NA,"ng/g","ppb"
"3107","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","EtFOSAA",NA,"ng/g","ppb"
"3108","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","N-MeFOSE",NA,"ng/g","ppb"
"3109","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","N-EtFOSE",NA,"ng/g","ppb"
"3110","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","HFPO-DA",NA,"ng/g","ppb"
"3111","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","ADONA",NA,"ng/g","ppb"
"3112","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","9Cl-PF3ONS",NA,"ng/g","ppb"
"3113","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","11Cl-PF3OUdS",NA,"ng/g","ppb"
"3114","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","3:3 FTCA",NA,"ng/g","ppb"
"3115","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","5:3 FTCA",NA,"ng/g","ppb"
"3116","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","7:3 FTCA",NA,"ng/g","ppb"
"3117","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFEESA",NA,"ng/g","ppb"
"3118","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFMPA",NA,"ng/g","ppb"
"3119","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","PFMBA",NA,"ng/g","ppb"
"3120","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","NFDHA",NA,"ng/g","ppb"
"3121","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFBA",NA,"ng/g","ppb"
"3122","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFPeA",NA,"ng/g","ppb"
"3123","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFHxA",NA,"ng/g","ppb"
"3124","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFHpA",NA,"ng/g","ppb"
"3125","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFOA",0.335,"ng/g","ppb"
"3126","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFNA",1.38,"ng/g","ppb"
"3127","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFDA",1.36,"ng/g","ppb"
"3128","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFUnA",1.56,"ng/g","ppb"
"3129","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFDoA",0.741,"ng/g","ppb"
"3130","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFTrDA",1.83,"ng/g","ppb"
"3131","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFTeDA",0.443,"ng/g","ppb"
"3132","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFBS",NA,"ng/g","ppb"
"3133","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFPeS",NA,"ng/g","ppb"
"3134","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFHxS",0.091,"ng/g","ppb"
"3135","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFHpS",NA,"ng/g","ppb"
"3136","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFOS",8.6,"ng/g","ppb"
"3137","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFNS",NA,"ng/g","ppb"
"3138","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFDS",NA,"ng/g","ppb"
"3139","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFDoS",NA,"ng/g","ppb"
"3140","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","4:2 FTS",NA,"ng/g","ppb"
"3141","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","6:2 FTS",NA,"ng/g","ppb"
"3142","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","8:2 FTS",NA,"ng/g","ppb"
"3143","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFOSA",NA,"ng/g","ppb"
"3144","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","N-MeFOSA",NA,"ng/g","ppb"
"3145","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","N-EtFOSA",NA,"ng/g","ppb"
