"","State","Lake","Scientific.Name","Common.Name","Family","Niche","Chemical","Amount","Units.1","Units.2"
"3146","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","MeFOSAA",NA,"ng/g","ppb"
"3147","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","EtFOSAA",NA,"ng/g","ppb"
"3148","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","N-MeFOSE",NA,"ng/g","ppb"
"3149","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","N-EtFOSE",NA,"ng/g","ppb"
"3150","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","HFPO-DA",NA,"ng/g","ppb"
"3151","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","ADONA",NA,"ng/g","ppb"
"3152","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","9Cl-PF3ONS",NA,"ng/g","ppb"
"3153","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","11Cl-PF3OUdS",NA,"ng/g","ppb"
"3154","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","3:3 FTCA",NA,"ng/g","ppb"
"3155","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","5:3 FTCA",NA,"ng/g","ppb"
"3156","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","7:3 FTCA",NA,"ng/g","ppb"
"3157","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFEESA",NA,"ng/g","ppb"
"3158","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFMPA",NA,"ng/g","ppb"
"3159","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFMBA",NA,"ng/g","ppb"
"3160","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","NFDHA",NA,"ng/g","ppb"
"3161","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFBA",NA,"ng/g","ppb"
"3162","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFPeA",NA,"ng/g","ppb"
"3163","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHxA",NA,"ng/g","ppb"
"3164","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHpA",NA,"ng/g","ppb"
"3165","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOA",NA,"ng/g","ppb"
"3166","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFNA",NA,"ng/g","ppb"
"3167","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDA",1.35,"ng/g","ppb"
"3168","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFUnA",2.2,"ng/g","ppb"
"3169","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDoA",1.22,"ng/g","ppb"
"3170","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFTrDA",1.59,"ng/g","ppb"
"3171","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFTeDA",0.423,"ng/g","ppb"
"3172","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFBS",NA,"ng/g","ppb"
"3173","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFPeS",NA,"ng/g","ppb"
"3174","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHxS",NA,"ng/g","ppb"
"3175","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHpS",NA,"ng/g","ppb"
"3176","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOS",11.8,"ng/g","ppb"
"3177","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFNS",NA,"ng/g","ppb"
"3178","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDS",0.151,"ng/g","ppb"
"3179","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDoS",NA,"ng/g","ppb"
"3180","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","4:2 FTS",NA,"ng/g","ppb"
"3181","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","6:2 FTS",NA,"ng/g","ppb"
"3182","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","8:2 FTS",NA,"ng/g","ppb"
"3183","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOSA",0.516,"ng/g","ppb"
"3184","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-MeFOSA",NA,"ng/g","ppb"
"3185","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-EtFOSA",NA,"ng/g","ppb"
"3186","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","MeFOSAA",NA,"ng/g","ppb"
"3187","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","EtFOSAA",0.172,"ng/g","ppb"
"3188","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-MeFOSE",NA,"ng/g","ppb"
"3189","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-EtFOSE",NA,"ng/g","ppb"
"3190","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","HFPO-DA",NA,"ng/g","ppb"
"3191","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","ADONA",NA,"ng/g","ppb"
"3192","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"3193","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"3194","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","3:3 FTCA",NA,"ng/g","ppb"
"3195","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","5:3 FTCA",NA,"ng/g","ppb"
"3196","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","7:3 FTCA",NA,"ng/g","ppb"
"3197","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFEESA",NA,"ng/g","ppb"
"3198","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFMPA",NA,"ng/g","ppb"
"3199","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFMBA",NA,"ng/g","ppb"
"3200","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","NFDHA",NA,"ng/g","ppb"
"3201","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFBA",NA,"ng/g","ppb"
"3202","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFPeA",NA,"ng/g","ppb"
"3203","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHxA",NA,"ng/g","ppb"
"3204","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHpA",NA,"ng/g","ppb"
"3205","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOA",NA,"ng/g","ppb"
"3206","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFNA",NA,"ng/g","ppb"
"3207","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDA",0.872,"ng/g","ppb"
"3208","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFUnA",1.04,"ng/g","ppb"
"3209","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDoA",0.523,"ng/g","ppb"
"3210","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFTrDA",0.822,"ng/g","ppb"
"3211","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFTeDA",0.292,"ng/g","ppb"
"3212","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFBS",NA,"ng/g","ppb"
"3213","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFPeS",NA,"ng/g","ppb"
"3214","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHxS",NA,"ng/g","ppb"
"3215","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHpS",NA,"ng/g","ppb"
"3216","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOS",13.4,"ng/g","ppb"
"3217","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFNS",NA,"ng/g","ppb"
"3218","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDS",0.139,"ng/g","ppb"
"3219","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDoS",NA,"ng/g","ppb"
"3220","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","4:2 FTS",NA,"ng/g","ppb"
"3221","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","6:2 FTS",NA,"ng/g","ppb"
"3222","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","8:2 FTS",NA,"ng/g","ppb"
"3223","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOSA",0.123,"ng/g","ppb"
"3224","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-MeFOSA",NA,"ng/g","ppb"
"3225","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-EtFOSA",NA,"ng/g","ppb"
"3226","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","MeFOSAA",NA,"ng/g","ppb"
"3227","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","EtFOSAA",NA,"ng/g","ppb"
"3228","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-MeFOSE",NA,"ng/g","ppb"
"3229","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-EtFOSE",NA,"ng/g","ppb"
"3230","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","HFPO-DA",NA,"ng/g","ppb"
"3231","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","ADONA",NA,"ng/g","ppb"
"3232","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"3233","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"3234","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","3:3 FTCA",NA,"ng/g","ppb"
"3235","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","5:3 FTCA",NA,"ng/g","ppb"
"3236","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","7:3 FTCA",NA,"ng/g","ppb"
"3237","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFEESA",NA,"ng/g","ppb"
"3238","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFMPA",NA,"ng/g","ppb"
"3239","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFMBA",NA,"ng/g","ppb"
"3240","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","NFDHA",NA,"ng/g","ppb"
"3241","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFBA",NA,"ng/g","ppb"
"3242","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFPeA",NA,"ng/g","ppb"
"3243","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFHxA",NA,"ng/g","ppb"
"3244","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFHpA",NA,"ng/g","ppb"
"3245","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFOA",NA,"ng/g","ppb"
"3246","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFNA",0.334,"ng/g","ppb"
"3247","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFDA",0.816,"ng/g","ppb"
"3248","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFUnA",0.707,"ng/g","ppb"
"3249","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFDoA",0.422,"ng/g","ppb"
"3250","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFTrDA",NA,"ng/g","ppb"
"3251","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFTeDA",0.219,"ng/g","ppb"
"3252","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFBS",NA,"ng/g","ppb"
"3253","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFPeS",NA,"ng/g","ppb"
"3254","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFHxS",NA,"ng/g","ppb"
"3255","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFHpS",NA,"ng/g","ppb"
"3256","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFOS",11.4,"ng/g","ppb"
"3257","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFNS",NA,"ng/g","ppb"
"3258","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFDS",0.116,"ng/g","ppb"
"3259","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFDoS",NA,"ng/g","ppb"
"3260","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","4:2 FTS",NA,"ng/g","ppb"
"3261","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","6:2 FTS",NA,"ng/g","ppb"
"3262","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","8:2 FTS",NA,"ng/g","ppb"
"3263","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFOSA",NA,"ng/g","ppb"
"3264","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","N-MeFOSA",NA,"ng/g","ppb"
"3265","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","N-EtFOSA",NA,"ng/g","ppb"
"3266","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","MeFOSAA",NA,"ng/g","ppb"
"3267","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","EtFOSAA",NA,"ng/g","ppb"
"3268","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","N-MeFOSE",NA,"ng/g","ppb"
"3269","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","N-EtFOSE",NA,"ng/g","ppb"
"3270","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","HFPO-DA",NA,"ng/g","ppb"
"3271","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","ADONA",NA,"ng/g","ppb"
"3272","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"3273","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"3274","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","3:3 FTCA",NA,"ng/g","ppb"
"3275","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","5:3 FTCA",NA,"ng/g","ppb"
"3276","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","7:3 FTCA",NA,"ng/g","ppb"
"3277","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFEESA",NA,"ng/g","ppb"
"3278","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFMPA",NA,"ng/g","ppb"
"3279","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFMBA",NA,"ng/g","ppb"
"3280","MI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","NFDHA",NA,"ng/g","ppb"
"3281","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFBA",NA,"ng/g","ppb"
"3282","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFPeA",NA,"ng/g","ppb"
"3283","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFHxA",NA,"ng/g","ppb"
"3284","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFHpA",NA,"ng/g","ppb"
"3285","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFOA",0.223,"ng/g","ppb"
"3286","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFNA",1.45,"ng/g","ppb"
"3287","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFDA",1.27,"ng/g","ppb"
"3288","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFUnA",1.76,"ng/g","ppb"
"3289","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFDoA",1.17,"ng/g","ppb"
"3290","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFTrDA",2.42,"ng/g","ppb"
"3291","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFTeDA",0.504,"ng/g","ppb"
"3292","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFBS",NA,"ng/g","ppb"
"3293","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFPeS",NA,"ng/g","ppb"
"3294","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFHxS",NA,"ng/g","ppb"
"3295","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFHpS",0.051,"ng/g","ppb"
"3296","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFOS",12.8,"ng/g","ppb"
"3297","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFNS",NA,"ng/g","ppb"
"3298","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFDS",0.1,"ng/g","ppb"
"3299","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFDoS",NA,"ng/g","ppb"
"3300","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","4:2 FTS",NA,"ng/g","ppb"
"3301","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","6:2 FTS",NA,"ng/g","ppb"
"3302","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","8:2 FTS",NA,"ng/g","ppb"
"3303","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFOSA",0.587,"ng/g","ppb"
"3304","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","N-MeFOSA",NA,"ng/g","ppb"
"3305","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","N-EtFOSA",NA,"ng/g","ppb"
"3306","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","MeFOSAA",NA,"ng/g","ppb"
"3307","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","EtFOSAA",NA,"ng/g","ppb"
"3308","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","N-MeFOSE",NA,"ng/g","ppb"
"3309","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","N-EtFOSE",NA,"ng/g","ppb"
"3310","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","HFPO-DA",NA,"ng/g","ppb"
"3311","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","ADONA",NA,"ng/g","ppb"
"3312","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","9Cl-PF3ONS",NA,"ng/g","ppb"
"3313","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","11Cl-PF3OUdS",NA,"ng/g","ppb"
"3314","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","3:3 FTCA",NA,"ng/g","ppb"
"3315","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","5:3 FTCA",NA,"ng/g","ppb"
"3316","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","7:3 FTCA",NA,"ng/g","ppb"
"3317","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFEESA",NA,"ng/g","ppb"
"3318","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFMPA",NA,"ng/g","ppb"
"3319","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFMBA",NA,"ng/g","ppb"
"3320","WI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","NFDHA",NA,"ng/g","ppb"
"3321","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFBA",NA,"ng/g","ppb"
"3322","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFPeA",NA,"ng/g","ppb"
"3323","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFHxA",NA,"ng/g","ppb"
"3324","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFHpA",NA,"ng/g","ppb"
"3325","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFOA",NA,"ng/g","ppb"
"3326","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFNA",NA,"ng/g","ppb"
"3327","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFDA",0.897,"ng/g","ppb"
"3328","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFUnA",0.981,"ng/g","ppb"
"3329","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFDoA",0.56,"ng/g","ppb"
"3330","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFTrDA",NA,"ng/g","ppb"
"3331","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFTeDA",0.365,"ng/g","ppb"
"3332","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFBS",NA,"ng/g","ppb"
"3333","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFPeS",NA,"ng/g","ppb"
"3334","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFHxS",NA,"ng/g","ppb"
"3335","WI","Lake Michigan","Perca flavescens","Yellow Perch","Percidae","P","PFHpS",NA,"ng/g","ppb"
