"","State","Lake","Scientific.Name","Common.Name","Family","Niche","Analyte","Amount","Units","Year"
"3284","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","cis-Vaccenic acid",715.93,"µg/g",2020
"3285","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Linoleic acid",885.49,"µg/g",2020
"3286","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Linolelaidic acid",NA,"µg/g",2020
"3287","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Linolenic acid",828.97,"µg/g",2020
"3288","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","gamma-Linolenic acid",65.94,"µg/g",2020
"3289","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Octadecatetraenoic acid",230.79,"µg/g",2020
"3290","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Arachidic acid",14.13,"µg/g",2020
"3291","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Eicosenoic acid",NA,"µg/g",2020
"3292","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Eicosadienoic acid",84.78,"µg/g",2020
"3293","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Eicosatrienoic acid",NA,"µg/g",2020
"3294","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Dihomo-gamma-linolenic acid",65.94,"µg/g",2020
"3295","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Arachidonic acid",1144.55,"µg/g",2020
"3296","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Eicosapentaenoic acid",1248.17,"µg/g",2020
"3297","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Heneicosanoic acid",NA,"µg/g",2020
"3298","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Behenic acid",NA,"µg/g",2020
"3299","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Erucic acid",9.42,"µg/g",2020
"3300","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Cetoleic acid",NA,"µg/g",2020
"3301","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","13,16-Docosadienoic acid",NA,"µg/g",2020
"3302","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Docosapentaenoic acid",461.59,"µg/g",2020
"3303","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Docosahexaenoic acid",2962.63,"µg/g",2020
"3304","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Tricosanoic acid",226.08,"µg/g",2020
"3305","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Lignoceric acid",14.13,"µg/g",2020
"3306","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Nervonic acid",98.91,"µg/g",2020
"3307","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Decanoic acid",NA,"µg/g",2020
"3308","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Undecanoic acid",NA,"µg/g",2020
"3309","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Dodecanoic acid",NA,"µg/g",2020
"3310","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Tridecanoic acid",NA,"µg/g",2020
"3311","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Myristic acid",146.48,"µg/g",2020
"3312","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Myristoleic acid",36.22,"µg/g",2020
"3313","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Pentadecanoic acid",57.43,"µg/g",2020
"3314","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","cis-10-Pentadecenoic acid",NA,"µg/g",2020
"3315","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Palmitic acid",1925.24,"µg/g",2020
"3316","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","cis-7-Hexadecenoic acid",1759.81,"µg/g",2020
"3317","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Heptadecanoic acid",66.44,"µg/g",2020
"3318","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","cis-10-Heptadecenoic acid",NA,"µg/g",2020
"3319","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Stearic acid",559.69,"µg/g",2020
"3320","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Oleic acid",953.06,"µg/g",2020
"3321","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Elaidic acid",NA,"µg/g",2020
"3322","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","cis-Vaccenic acid",948.59,"µg/g",2020
"3323","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Linoleic acid",448.5,"µg/g",2020
"3324","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Linolelaidic acid",NA,"µg/g",2020
"3325","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Linolenic acid",210.22,"µg/g",2020
"3326","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","gamma-Linolenic acid",52.3,"µg/g",2020
"3327","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Octadecatetraenoic acid",NA,"µg/g",2020
"3328","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Arachidic acid",22,"µg/g",2020
"3329","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Eicosenoic acid",NA,"µg/g",2020
"3330","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Eicosadienoic acid",36.4,"µg/g",2020
"3331","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Eicosatrienoic acid",NA,"µg/g",2020
"3332","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Dihomo-gamma-linolenic acid",61.27,"µg/g",2020
"3333","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Arachidonic acid",563.57,"µg/g",2020
"3334","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Eicosapentaenoic acid",900.75,"µg/g",2020
"3335","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Heneicosanoic acid",45.81,"µg/g",2020
"3336","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Behenic acid",NA,"µg/g",2020
"3337","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Erucic acid",NA,"µg/g",2020
"3338","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Cetoleic acid",NA,"µg/g",2020
"3339","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","13,16-Docosadienoic acid",NA,"µg/g",2020
"3340","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Docosapentaenoic acid",305.99,"µg/g",2020
"3341","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Docosahexaenoic acid",1316.7,"µg/g",2020
"3342","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Tricosanoic acid",32.69,"µg/g",2020
"3343","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Lignoceric acid",NA,"µg/g",2020
"3344","MI","Lake Michigan","Catostomus commersonii","White Sucker","Catostomidae","BD","Nervonic acid",NA,"µg/g",2020
"3345","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Decanoic acid",NA,"µg/g",2020
"3346","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Undecanoic acid",NA,"µg/g",2020
"3347","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Dodecanoic acid",NA,"µg/g",2020
"3348","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Tridecanoic acid",14.79,"µg/g",2020
"3349","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Myristic acid",1216.33,"µg/g",2020
"3350","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Myristoleic acid",188.55,"µg/g",2020
"3351","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Pentadecanoic acid",140.49,"µg/g",2020
"3352","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","cis-10-Pentadecenoic acid",NA,"µg/g",2020
"3353","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Palmitic acid",9031.88,"µg/g",2020
"3354","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","cis-7-Hexadecenoic acid",8858.12,"µg/g",2020
"3355","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Heptadecanoic acid",229.22,"µg/g",2020
"3356","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","cis-10-Heptadecenoic acid",277.28,"µg/g",2020
"3357","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Stearic acid",1818.95,"µg/g",2020
"3358","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Oleic acid",13383.3,"µg/g",2020
"3359","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Elaidic acid",73.94,"µg/g",2020
"3360","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","cis-Vaccenic acid",3660.07,"µg/g",2020
"3361","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Linoleic acid",2377.2,"µg/g",2020
"3362","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Linolelaidic acid",170.06,"µg/g",2020
"3363","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Linolenic acid",976.02,"µg/g",2020
"3364","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","gamma-Linolenic acid",118.31,"µg/g",2020
"3365","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Octadecatetraenoic acid",377.1,"µg/g",2020
"3366","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Arachidic acid",125.7,"µg/g",2020
"3367","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Eicosenoic acid",576.74,"µg/g",2020
"3368","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Eicosadienoic acid",269.88,"µg/g",2020
"3369","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Eicosatrienoic acid",NA,"µg/g",2020
"3370","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Dihomo-gamma-linolenic acid",162.67,"µg/g",2020
"3371","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Arachidonic acid",1726.52,"µg/g",2020
"3372","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Eicosapentaenoic acid",2939.15,"µg/g",2020
"3373","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Heneicosanoic acid",36.97,"µg/g",2020
"3374","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Behenic acid",36.97,"µg/g",2020
"3375","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Erucic acid",73.94,"µg/g",2020
"3376","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Cetoleic acid",NA,"µg/g",2020
"3377","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","13,16-Docosadienoic acid",NA,"µg/g",2020
"3378","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Docosapentaenoic acid",1489.91,"µg/g",2020
"3379","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Docosahexaenoic acid",3353.22,"µg/g",2020
"3380","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Tricosanoic acid",199.64,"µg/g",2020
"3381","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Lignoceric acid",40.67,"µg/g",2020
"3382","MI","Lake Michigan","Coregonus clupeaformis","Lake Whitefish","Salmonidae","BD","Nervonic acid",347.52,"µg/g",2020
"3383","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Decanoic acid",NA,"µg/g",2020
"3384","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Undecanoic acid",NA,"µg/g",2020
"3385","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Dodecanoic acid",NA,"µg/g",2020
"3386","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Tridecanoic acid",NA,"µg/g",2020
"3387","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Myristic acid",835.2,"µg/g",2020
"3388","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Myristoleic acid",80.65,"µg/g",2020
"3389","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Pentadecanoic acid",139.28,"µg/g",2020
"3390","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","cis-10-Pentadecenoic acid",NA,"µg/g",2020
"3391","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Palmitic acid",6467.42,"µg/g",2020
"3392","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","cis-7-Hexadecenoic acid",7566.94,"µg/g",2020
"3393","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Heptadecanoic acid",196.33,"µg/g",2020
"3394","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","cis-10-Heptadecenoic acid",NA,"µg/g",2020
"3395","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Stearic acid",1663.98,"µg/g",2020
"3396","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Oleic acid",6031.43,"µg/g",2020
"3397","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Elaidic acid",23.04,"µg/g",2020
"3398","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","cis-Vaccenic acid",2866.98,"µg/g",2020
"3399","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Linoleic acid",1618.75,"µg/g",2020
"3400","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Linolelaidic acid",91.11,"µg/g",2020
"3401","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Linolenic acid",616.89,"µg/g",2020
"3402","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","gamma-Linolenic acid",245.73,"µg/g",2020
"3403","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Octadecatetraenoic acid",322.86,"µg/g",2020
"3404","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Arachidic acid",86.13,"µg/g",2020
"3405","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Eicosenoic acid",251.35,"µg/g",2020
"3406","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Eicosadienoic acid",165.08,"µg/g",2020
"3407","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Eicosatrienoic acid",104.97,"µg/g",2020
"3408","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Dihomo-gamma-linolenic acid",189.87,"µg/g",2020
"3409","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Arachidonic acid",1652.5,"µg/g",2020
"3410","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Eicosapentaenoic acid",3259.73,"µg/g",2020
"3411","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Heneicosanoic acid",49.53,"µg/g",2020
"3412","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Behenic acid",NA,"µg/g",2020
"3413","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Erucic acid",NA,"µg/g",2020
"3414","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Cetoleic acid",NA,"µg/g",2020
"3415","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","13,16-Docosadienoic acid",NA,"µg/g",2020
"3416","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Docosapentaenoic acid",1977.32,"µg/g",2020
"3417","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Docosahexaenoic acid",5847.9,"µg/g",2020
"3418","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Tricosanoic acid",267.93,"µg/g",2020
"3419","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Lignoceric acid",NA,"µg/g",2020
"3420","MI","Lake Michigan","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Nervonic acid",NA,"µg/g",2020
"3421","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Decanoic acid",NA,"µg/g",2020
"3422","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Undecanoic acid",NA,"µg/g",2020
"3423","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Dodecanoic acid",NA,"µg/g",2020
"3424","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Tridecanoic acid",NA,"µg/g",2020
"3425","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Myristic acid",147.14,"µg/g",2020
"3426","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Myristoleic acid",9.49,"µg/g",2020
"3427","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Pentadecanoic acid",18.99,"µg/g",2020
"3428","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","cis-10-Pentadecenoic acid",NA,"µg/g",2020
"3429","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Palmitic acid",1485.61,"µg/g",2020
"3430","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","cis-7-Hexadecenoic acid",640.76,"µg/g",2020
"3431","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Heptadecanoic acid",33.22,"µg/g",2020
"3432","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","cis-10-Heptadecenoic acid",33.22,"µg/g",2020
"3433","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Stearic acid",422.42,"µg/g",2020
"3434","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Oleic acid",1300.5,"µg/g",2020
"3435","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Elaidic acid",NA,"µg/g",2020
"3436","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","cis-Vaccenic acid",365.47,"µg/g",2020
"3437","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Linoleic acid",199.35,"µg/g",2020
"3438","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Linolelaidic acid",560.07,"µg/g",2020
"3439","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Linolenic acid",NA,"µg/g",2020
"3440","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","gamma-Linolenic acid",18.99,"µg/g",2020
"3441","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Octadecatetraenoic acid",NA,"µg/g",2020
"3442","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Arachidic acid",14.24,"µg/g",2020
"3443","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosenoic acid",NA,"µg/g",2020
"3444","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosadienoic acid",37.97,"µg/g",2020
"3445","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosatrienoic acid",NA,"µg/g",2020
"3446","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Dihomo-gamma-linolenic acid",23.73,"µg/g",2020
"3447","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Arachidonic acid",683.47,"µg/g",2020
"3448","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosapentaenoic acid",322.75,"µg/g",2020
"3449","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Heneicosanoic acid",NA,"µg/g",2020
"3450","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Behenic acid",NA,"µg/g",2020
"3451","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Erucic acid",9.49,"µg/g",2020
"3452","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Cetoleic acid",NA,"µg/g",2020
"3453","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","13,16-Docosadienoic acid",NA,"µg/g",2020
"3454","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosapentaenoic acid",507.86,"µg/g",2020
"3455","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosahexaenoic acid",1381.19,"µg/g",2020
"3456","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Tricosanoic acid",47.46,"µg/g",2020
"3457","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Lignoceric acid",NA,"µg/g",2020
"3458","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Nervonic acid",90.18,"µg/g",2020
"3459","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Decanoic acid",NA,"µg/g",2020
"3460","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Undecanoic acid",NA,"µg/g",2020
"3461","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Dodecanoic acid",NA,"µg/g",2020
"3462","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Tridecanoic acid",NA,"µg/g",2020
"3463","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Myristic acid",245.4,"µg/g",2020
"3464","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Myristoleic acid",16.64,"µg/g",2020
"3465","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Pentadecanoic acid",37.43,"µg/g",2020
"3466","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","cis-10-Pentadecenoic acid",NA,"µg/g",2020
"3467","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Palmitic acid",1855.08,"µg/g",2020
"3468","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","cis-7-Hexadecenoic acid",1168.79,"µg/g",2020
"3469","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Heptadecanoic acid",49.91,"µg/g",2020
"3470","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","cis-10-Heptadecenoic acid",62.39,"µg/g",2020
"3471","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Stearic acid",470.01,"µg/g",2020
"3472","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Oleic acid",1909.15,"µg/g",2020
"3473","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Elaidic acid",29.12,"µg/g",2020
"3474","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","cis-Vaccenic acid",569.83,"µg/g",2020
"3475","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Linoleic acid",374.34,"µg/g",2020
"3476","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Linolelaidic acid",619.75,"µg/g",2020
"3477","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Linolenic acid",270.36,"µg/g",2020
"3478","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","gamma-Linolenic acid",29.12,"µg/g",2020
"3479","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Octadecatetraenoic acid",NA,"µg/g",2020
"3480","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Arachidic acid",12.48,"µg/g",2020
"3481","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosenoic acid",NA,"µg/g",2020
"3482","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosadienoic acid",58.23,"µg/g",2020
"3483","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosatrienoic acid",NA,"µg/g",2020
"3484","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Dihomo-gamma-linolenic acid",33.28,"µg/g",2020
"3485","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Arachidonic acid",811.08,"µg/g",2020
"3486","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosapentaenoic acid",486.65,"µg/g",2020
"3487","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Heneicosanoic acid",8.32,"µg/g",2020
"3488","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Behenic acid",NA,"µg/g",2020
"3489","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Erucic acid",12.48,"µg/g",2020
"3490","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Cetoleic acid",NA,"µg/g",2020
"3491","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","13,16-Docosadienoic acid",NA,"µg/g",2020
"3492","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosapentaenoic acid",786.12,"µg/g",2020
"3493","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosahexaenoic acid",2183.67,"µg/g",2020
