"","State","Lake","Scientific.Name","Common.Name","Family","Niche","Analyte","Amount","Unit.1","Unit.2","Year"
"4741","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Heneicosanoic acid",NA,"ug/g","ppm",2015
"4742","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Behenic acid",NA,"ug/g","ppm",2015
"4743","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Erucic acid",NA,"ug/g","ppm",2015
"4744","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Cetoleic acid",NA,"ug/g","ppm",2015
"4745","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"4746","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Docosapentaenoic acid",176.37,"ug/g","ppm",2015
"4747","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Docosahexaenoic acid",1329.13,"ug/g","ppm",2015
"4748","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Tricosanoic acid",14.28,"ug/g","ppm",2015
"4749","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Lignoceric acid",NA,"ug/g","ppm",2015
"4750","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Nervonic acid",NA,"ug/g","ppm",2015
"4751","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Decanoic acid",NA,"ug/g","ppm",2015
"4752","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Undecanoic acid",NA,"ug/g","ppm",2015
"4753","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Dodecanoic acid",NA,"ug/g","ppm",2015
"4754","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Tridecanoic acid",NA,"ug/g","ppm",2015
"4755","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Myristic acid",1092.39,"ug/g","ppm",2015
"4756","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Myristoleic acid",150.2,"ug/g","ppm",2015
"4757","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Pentadecanoic acid",207.21,"ug/g","ppm",2015
"4758","OH","Lake Erie","Morone americana","White perch","Moronidae","P","cis-10-Pentadecenoic acid",11.43,"ug/g","ppm",2015
"4759","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Palmitic acid",8298.05,"ug/g","ppm",2015
"4760","OH","Lake Erie","Morone americana","White perch","Moronidae","P","cis-7-Hexadecenoic acid",5362.68,"ug/g","ppm",2015
"4761","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Heptadecanoic acid",372.31,"ug/g","ppm",2015
"4762","OH","Lake Erie","Morone americana","White perch","Moronidae","P","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"4763","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Stearic acid",1284.05,"ug/g","ppm",2015
"4764","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Oleic acid",8047.5,"ug/g","ppm",2015
"4765","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Elaidic acid",48.99,"ug/g","ppm",2015
"4766","OH","Lake Erie","Morone americana","White perch","Moronidae","P","cis-Vaccenic acid",2062.99,"ug/g","ppm",2015
"4767","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Linoleic acid",1109.16,"ug/g","ppm",2015
"4768","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Linolelaidic acid",NA,"ug/g","ppm",2015
"4769","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Linolenic acid",1999.27,"ug/g","ppm",2015
"4770","OH","Lake Erie","Morone americana","White perch","Moronidae","P","gamma-Linolenic acid",121.7,"ug/g","ppm",2015
"4771","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Octadecatetraenoic acid",789.86,"ug/g","ppm",2015
"4772","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Arachidic acid",68.83,"ug/g","ppm",2015
"4773","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Eicosenoic acid",308.73,"ug/g","ppm",2015
"4774","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Eicosadienoic acid",169.85,"ug/g","ppm",2015
"4775","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Eicosatrienoic acid",120.55,"ug/g","ppm",2015
"4776","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Dihomo-gamma-linolenic acid",73.03,"ug/g","ppm",2015
"4777","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Arachidonic acid",1697.7,"ug/g","ppm",2015
"4778","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Eicosapentaenoic acid",4171.06,"ug/g","ppm",2015
"4779","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Heneicosanoic acid",16.34,"ug/g","ppm",2015
"4780","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Behenic acid",33.52,"ug/g","ppm",2015
"4781","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Erucic acid",35.55,"ug/g","ppm",2015
"4782","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Cetoleic acid",NA,"ug/g","ppm",2015
"4783","OH","Lake Erie","Morone americana","White perch","Moronidae","P","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"4784","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Docosapentaenoic acid",757.3,"ug/g","ppm",2015
"4785","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Docosahexaenoic acid",2062,"ug/g","ppm",2015
"4786","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Tricosanoic acid",310.03,"ug/g","ppm",2015
"4787","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Lignoceric acid",23.48,"ug/g","ppm",2015
"4788","OH","Lake Erie","Morone americana","White perch","Moronidae","P","Nervonic acid",55.97,"ug/g","ppm",2015
"4789","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Decanoic acid",NA,"ug/g","ppm",2015
"4790","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Undecanoic acid",NA,"ug/g","ppm",2015
"4791","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Dodecanoic acid",NA,"ug/g","ppm",2015
"4792","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Tridecanoic acid",NA,"ug/g","ppm",2015
"4793","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Myristic acid",NA,"ug/g","ppm",2015
"4794","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Myristoleic acid",NA,"ug/g","ppm",2015
"4795","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Pentadecanoic acid",NA,"ug/g","ppm",2015
"4796","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","cis-10-Pentadecenoic acid",NA,"ug/g","ppm",2015
"4797","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Palmitic acid",1258.67,"ug/g","ppm",2015
"4798","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","cis-7-Hexadecenoic acid",NA,"ug/g","ppm",2015
"4799","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Heptadecanoic acid",42.07,"ug/g","ppm",2015
"4800","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"4801","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Stearic acid",348.9,"ug/g","ppm",2015
"4802","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Oleic acid",NA,"ug/g","ppm",2015
"4803","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Elaidic acid",NA,"ug/g","ppm",2015
"4804","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","cis-Vaccenic acid",264.83,"ug/g","ppm",2015
"4805","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Linoleic acid",194.43,"ug/g","ppm",2015
"4806","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Linolelaidic acid",NA,"ug/g","ppm",2015
"4807","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Linolenic acid",NA,"ug/g","ppm",2015
"4808","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","gamma-Linolenic acid",NA,"ug/g","ppm",2015
"4809","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Octadecatetraenoic acid",NA,"ug/g","ppm",2015
"4810","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Arachidic acid",7.89,"ug/g","ppm",2015
"4811","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Eicosenoic acid",NA,"ug/g","ppm",2015
"4812","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Eicosadienoic acid",NA,"ug/g","ppm",2015
"4813","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Eicosatrienoic acid",NA,"ug/g","ppm",2015
"4814","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Dihomo-gamma-linolenic acid",NA,"ug/g","ppm",2015
"4815","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Arachidonic acid",521.83,"ug/g","ppm",2015
"4816","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Eicosapentaenoic acid",693.39,"ug/g","ppm",2015
"4817","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Heneicosanoic acid",NA,"ug/g","ppm",2015
"4818","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Behenic acid",NA,"ug/g","ppm",2015
"4819","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Erucic acid",NA,"ug/g","ppm",2015
"4820","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Cetoleic acid",NA,"ug/g","ppm",2015
"4821","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"4822","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Docosapentaenoic acid",196.4,"ug/g","ppm",2015
"4823","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Docosahexaenoic acid",1374.88,"ug/g","ppm",2015
"4824","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Tricosanoic acid",18.54,"ug/g","ppm",2015
"4825","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Lignoceric acid",NA,"ug/g","ppm",2015
"4826","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","","Nervonic acid",NA,"ug/g","ppm",2015
"4827","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Decanoic acid",NA,"ug/g","ppm",2015
"4828","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Undecanoic acid",NA,"ug/g","ppm",2015
"4829","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Dodecanoic acid",NA,"ug/g","ppm",2015
"4830","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Tridecanoic acid",NA,"ug/g","ppm",2015
"4831","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Myristic acid",1343.59,"ug/g","ppm",2015
"4832","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Myristoleic acid",72.22,"ug/g","ppm",2015
"4833","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Pentadecanoic acid",170.26,"ug/g","ppm",2015
"4834","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","cis-10-Pentadecenoic acid",6.46,"ug/g","ppm",2015
"4835","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Palmitic acid",8761.61,"ug/g","ppm",2015
"4836","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","cis-7-Hexadecenoic acid",8490.41,"ug/g","ppm",2015
"4837","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Heptadecanoic acid",314.72,"ug/g","ppm",2015
"4838","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"4839","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Stearic acid",1195.03,"ug/g","ppm",2015
"4840","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Oleic acid",8484.26,"ug/g","ppm",2015
"4841","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Elaidic acid",41.64,"ug/g","ppm",2015
"4842","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","cis-Vaccenic acid",2086.69,"ug/g","ppm",2015
"4843","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Linoleic acid",885.58,"ug/g","ppm",2015
"4844","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Linolelaidic acid",NA,"ug/g","ppm",2015
"4845","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Linolenic acid",987.28,"ug/g","ppm",2015
"4846","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","gamma-Linolenic acid",79.73,"ug/g","ppm",2015
"4847","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Octadecatetraenoic acid",499.27,"ug/g","ppm",2015
"4848","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Arachidic acid",63.42,"ug/g","ppm",2015
"4849","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosenoic acid",971.33,"ug/g","ppm",2015
"4850","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosadienoic acid",124.46,"ug/g","ppm",2015
"4851","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosatrienoic acid",NA,"ug/g","ppm",2015
"4852","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Dihomo-gamma-linolenic acid",55.66,"ug/g","ppm",2015
"4853","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Arachidonic acid",1206.62,"ug/g","ppm",2015
"4854","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosapentaenoic acid",1446.6,"ug/g","ppm",2015
"4855","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Heneicosanoic acid",29.55,"ug/g","ppm",2015
"4856","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Behenic acid",6.85,"ug/g","ppm",2015
"4857","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Erucic acid",55.12,"ug/g","ppm",2015
"4858","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Cetoleic acid",NA,"ug/g","ppm",2015
"4859","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"4860","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosapentaenoic acid",1848.29,"ug/g","ppm",2015
"4861","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosahexaenoic acid",2133.6,"ug/g","ppm",2015
"4862","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Tricosanoic acid",266.6,"ug/g","ppm",2015
"4863","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Lignoceric acid",12.4,"ug/g","ppm",2015
"4864","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Nervonic acid",NA,"ug/g","ppm",2015
"4865","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Decanoic acid",NA,"ug/g","ppm",2015
"4866","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Undecanoic acid",NA,"ug/g","ppm",2015
"4867","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Dodecanoic acid",NA,"ug/g","ppm",2015
"4868","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Tridecanoic acid",NA,"ug/g","ppm",2015
"4869","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Myristic acid",NA,"ug/g","ppm",2015
"4870","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Myristoleic acid",NA,"ug/g","ppm",2015
"4871","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Pentadecanoic acid",NA,"ug/g","ppm",2015
"4872","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","cis-10-Pentadecenoic acid",NA,"ug/g","ppm",2015
"4873","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Palmitic acid",1406.72,"ug/g","ppm",2015
"4874","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","cis-7-Hexadecenoic acid",578.01,"ug/g","ppm",2015
"4875","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Heptadecanoic acid",53.5,"ug/g","ppm",2015
"4876","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"4877","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Stearic acid",370.17,"ug/g","ppm",2015
"4878","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Oleic acid",NA,"ug/g","ppm",2015
"4879","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Elaidic acid",NA,"ug/g","ppm",2015
"4880","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","cis-Vaccenic acid",271.34,"ug/g","ppm",2015
"4881","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Linoleic acid",152.73,"ug/g","ppm",2015
"4882","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Linolelaidic acid",NA,"ug/g","ppm",2015
"4883","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Linolenic acid",NA,"ug/g","ppm",2015
"4884","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","gamma-Linolenic acid",NA,"ug/g","ppm",2015
"4885","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Octadecatetraenoic acid",NA,"ug/g","ppm",2015
"4886","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Arachidic acid",8.38,"ug/g","ppm",2015
"4887","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Eicosenoic acid",NA,"ug/g","ppm",2015
"4888","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Eicosadienoic acid",11.93,"ug/g","ppm",2015
"4889","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Eicosatrienoic acid",NA,"ug/g","ppm",2015
"4890","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Dihomo-gamma-linolenic acid",NA,"ug/g","ppm",2015
"4891","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Arachidonic acid",584.72,"ug/g","ppm",2015
"4892","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Eicosapentaenoic acid",652.57,"ug/g","ppm",2015
"4893","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Heneicosanoic acid",NA,"ug/g","ppm",2015
"4894","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Behenic acid",NA,"ug/g","ppm",2015
"4895","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Erucic acid",NA,"ug/g","ppm",2015
"4896","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Cetoleic acid",NA,"ug/g","ppm",2015
"4897","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"4898","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Docosapentaenoic acid",204.9,"ug/g","ppm",2015
"4899","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Docosahexaenoic acid",1662.84,"ug/g","ppm",2015
"4900","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Tricosanoic acid",22.39,"ug/g","ppm",2015
"4901","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Lignoceric acid",NA,"ug/g","ppm",2015
"4902","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Nervonic acid",NA,"ug/g","ppm",2015
"4903","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Decanoic acid",NA,"ug/g","ppm",2015
"4904","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Undecanoic acid",NA,"ug/g","ppm",2015
"4905","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Dodecanoic acid",NA,"ug/g","ppm",2015
"4906","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Tridecanoic acid",6.92,"ug/g","ppm",2015
"4907","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Myristic acid",843.26,"ug/g","ppm",2015
"4908","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Myristoleic acid",110.52,"ug/g","ppm",2015
"4909","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Pentadecanoic acid",102.38,"ug/g","ppm",2015
"4910","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","cis-10-Pentadecenoic acid",13.56,"ug/g","ppm",2015
"4911","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Palmitic acid",4989.36,"ug/g","ppm",2015
"4912","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","cis-7-Hexadecenoic acid",6034.12,"ug/g","ppm",2015
"4913","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Heptadecanoic acid",186.46,"ug/g","ppm",2015
"4914","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"4915","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Stearic acid",1071.14,"ug/g","ppm",2015
"4916","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Oleic acid",5948.28,"ug/g","ppm",2015
"4917","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Elaidic acid",38.31,"ug/g","ppm",2015
"4918","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","cis-Vaccenic acid",1769.91,"ug/g","ppm",2015
"4919","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Linoleic acid",1147.28,"ug/g","ppm",2015
"4920","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Linolelaidic acid",NA,"ug/g","ppm",2015
"4921","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Linolenic acid",447.22,"ug/g","ppm",2015
"4922","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","gamma-Linolenic acid",54.45,"ug/g","ppm",2015
"4923","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Octadecatetraenoic acid",NA,"ug/g","ppm",2015
"4924","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Arachidic acid",66.45,"ug/g","ppm",2015
"4925","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosenoic acid",494.41,"ug/g","ppm",2015
"4926","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosadienoic acid",124.48,"ug/g","ppm",2015
"4927","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosatrienoic acid",NA,"ug/g","ppm",2015
"4928","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Dihomo-gamma-linolenic acid",65.9,"ug/g","ppm",2015
"4929","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Arachidonic acid",1217.12,"ug/g","ppm",2015
"4930","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosapentaenoic acid",1364.93,"ug/g","ppm",2015
"4931","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Heneicosanoic acid",18.51,"ug/g","ppm",2015
"4932","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Behenic acid",15.05,"ug/g","ppm",2015
"4933","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Erucic acid",33.29,"ug/g","ppm",2015
"4934","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Cetoleic acid",NA,"ug/g","ppm",2015
"4935","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"4936","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosapentaenoic acid",942.86,"ug/g","ppm",2015
"4937","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosahexaenoic acid",941.84,"ug/g","ppm",2015
"4938","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Tricosanoic acid",44.27,"ug/g","ppm",2015
"4939","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Lignoceric acid",17.76,"ug/g","ppm",2015
"4940","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Nervonic acid",NA,"ug/g","ppm",2015
"4941","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Decanoic acid",NA,"ug/g","ppm",2015
"4942","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Undecanoic acid",NA,"ug/g","ppm",2015
"4943","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Dodecanoic acid",NA,"ug/g","ppm",2015
"4944","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Tridecanoic acid",NA,"ug/g","ppm",2015
"4945","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Myristic acid",NA,"ug/g","ppm",2015
"4946","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Myristoleic acid",NA,"ug/g","ppm",2015
"4947","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Pentadecanoic acid",NA,"ug/g","ppm",2015
"4948","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","cis-10-Pentadecenoic acid",NA,"ug/g","ppm",2015
"4949","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Palmitic acid",1267.81,"ug/g","ppm",2015
"4950","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","cis-7-Hexadecenoic acid",NA,"ug/g","ppm",2015
"4951","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Heptadecanoic acid",48,"ug/g","ppm",2015
"4952","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"4953","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Stearic acid",354.12,"ug/g","ppm",2015
"4954","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Oleic acid",NA,"ug/g","ppm",2015
