"","State","Lake","Scientific.Name","Common.Name","Family","Niche","Analyte","Abbreviation","Amount","Units","Year"
"775","WI","Lake Superior","Catostomus commersonii","White sucker","Catostomidae","BD","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"776","WI","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",2.28,"mg/g",2010
"777","WI","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",7.25,"mg/g",2010
"778","WI","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",1.99,"mg/g",2010
"779","WI","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",3.43,"mg/g",2010
"780","WI","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.668,"mg/g",2010
"781","WI","Lake Superior","Catostomus catostomus","Longnose sucker","Catostomidae","BD","alpha-Linolenic acid","ALA",0.453,"mg/g",2010
"782","WI","Lake Superior","Catostomus catostomus","Longnose sucker","Catostomidae","BD","Docosahexaenoic acid","DHA",2.45,"mg/g",2010
"783","WI","Lake Superior","Catostomus catostomus","Longnose sucker","Catostomidae","BD","Docosapentaenoic acid","DPA",0.716,"mg/g",2010
"784","WI","Lake Superior","Catostomus catostomus","Longnose sucker","Catostomidae","BD","Eicosapentaenoic acid","EPA",2.03,"mg/g",2010
"785","WI","Lake Superior","Catostomus catostomus","Longnose sucker","Catostomidae","BD","Eicosatrienoic acid","ETE",NA,"mg/g",2010
