EPA Region,State,Lake,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Analyte,CAS Number,Amount,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort Order
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,0.41,ng/g,ppb,0.12,0.25,,,,6
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,0.60,ng/g,ppb,0.16,0.25,,,,7
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,1.22,ng/g,ppb,0.17,0.25,,,,8
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.41,ng/g,ppb,0.09,0.25,,,,9
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,12.40,ng/g,ppb,0.52,1.25,,,,12
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MI,Lake Huron,GLNS15-2117,814274,814274.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MI,Lake Huron,GLNS15-2117,814274,814274.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MI,Lake Huron,GLNS15-2117,814274,814274.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MI,Lake Huron,GLNS15-2117,814274,814274.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MI,Lake Huron,GLNS15-2117,814274,814274.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorooctanoate (PFOA),335-67-1,0.30,ng/g,ppb,0.23,0.25,,,,5
5,MI,Lake Huron,GLNS15-2117,814274,814274.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorononanoate (PFNA),375-95-1,1.04,ng/g,ppb,0.12,0.25,,,,6
5,MI,Lake Huron,GLNS15-2117,814274,814274.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorodecanoate (PFDA),335-76-2,0.85,ng/g,ppb,0.16,0.25,,,,7
5,MI,Lake Huron,GLNS15-2117,814274,814274.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluoroundecanoate (PFUnA),2058-94-8,1.57,ng/g,ppb,0.17,0.25,,,,8
5,MI,Lake Huron,GLNS15-2117,814274,814274.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorododecanoate (PFDoA),307-55-1,0.63,ng/g,ppb,0.09,0.25,,,,9
5,MI,Lake Huron,GLNS15-2117,814274,814274.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MI,Lake Huron,GLNS15-2117,814274,814274.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MI,Lake Huron,GLNS15-2117,814274,814274.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorooctanesulfonate (PFOS),1763-23-1,5.15,ng/g,ppb,0.52,1.25,,,,12
5,MI,Lake Huron,GLNS15-2117,814274,814274.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorooctane sulfonamide (PFOSA),754-91-6,0.17,ng/g,ppb,0.13,0.25,J,J,Estimated,13
5,MI,Lake Erie,GLNS15-2145,795654,795654.1,Sander vitreus,Walleye,Percidae,P,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MI,Lake Erie,GLNS15-2145,795654,795654.1,Sander vitreus,Walleye,Percidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MI,Lake Erie,GLNS15-2145,795654,795654.1,Sander vitreus,Walleye,Percidae,P,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MI,Lake Erie,GLNS15-2145,795654,795654.1,Sander vitreus,Walleye,Percidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MI,Lake Erie,GLNS15-2145,795654,795654.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MI,Lake Erie,GLNS15-2145,795654,795654.1,Sander vitreus,Walleye,Percidae,P,Perfluorononanoate (PFNA),375-95-1,0.29,ng/g,ppb,0.12,0.25,,,,6
5,MI,Lake Erie,GLNS15-2145,795654,795654.1,Sander vitreus,Walleye,Percidae,P,Perfluorodecanoate (PFDA),335-76-2,1.10,ng/g,ppb,0.16,0.25,,,,7
5,MI,Lake Erie,GLNS15-2145,795654,795654.1,Sander vitreus,Walleye,Percidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,1.12,ng/g,ppb,0.17,0.25,,,,8
5,MI,Lake Erie,GLNS15-2145,795654,795654.1,Sander vitreus,Walleye,Percidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.97,ng/g,ppb,0.09,0.25,,,,9
5,MI,Lake Erie,GLNS15-2145,795654,795654.1,Sander vitreus,Walleye,Percidae,P,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MI,Lake Erie,GLNS15-2145,795654,795654.1,Sander vitreus,Walleye,Percidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MI,Lake Erie,GLNS15-2145,795654,795654.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,21.50,ng/g,ppb,0.52,1.25,,,,12
5,MI,Lake Erie,GLNS15-2145,795654,795654.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,0.27,ng/g,ppb,0.13,0.25,,,,13
5,MI,Lake Erie,GLNS15-2153,776434,776434.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MI,Lake Erie,GLNS15-2153,776434,776434.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MI,Lake Erie,GLNS15-2153,776434,776434.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MI,Lake Erie,GLNS15-2153,776434,776434.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MI,Lake Erie,GLNS15-2153,776434,776434.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MI,Lake Erie,GLNS15-2153,776434,776434.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Perfluorononanoate (PFNA),375-95-1,0.21,ng/g,ppb,0.12,0.25,J,J,Estimated,6
5,MI,Lake Erie,GLNS15-2153,776434,776434.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Perfluorodecanoate (PFDA),335-76-2,0.86,ng/g,ppb,0.16,0.25,,,,7
5,MI,Lake Erie,GLNS15-2153,776434,776434.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Perfluoroundecanoate (PFUnA),2058-94-8,0.77,ng/g,ppb,0.17,0.25,,,,8
5,MI,Lake Erie,GLNS15-2153,776434,776434.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Perfluorododecanoate (PFDoA),307-55-1,0.59,ng/g,ppb,0.09,0.25,,,,9
5,MI,Lake Erie,GLNS15-2153,776434,776434.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MI,Lake Erie,GLNS15-2153,776434,776434.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MI,Lake Erie,GLNS15-2153,776434,776434.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Perfluorooctanesulfonate (PFOS),1763-23-1,4.94,ng/g,ppb,0.52,1.25,,,,12
5,MI,Lake Erie,GLNS15-2153,776434,776434.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MN,Lake Superior,GLNS15-1333,778714,778714.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MN,Lake Superior,GLNS15-1333,778714,778714.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MN,Lake Superior,GLNS15-1333,778714,778714.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MN,Lake Superior,GLNS15-1333,778714,778714.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MN,Lake Superior,GLNS15-1333,778714,778714.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MN,Lake Superior,GLNS15-1333,778714,778714.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorononanoate (PFNA),375-95-1,0.17,ng/g,ppb,0.12,0.25,J,J,Estimated,6
5,MN,Lake Superior,GLNS15-1333,778714,778714.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorodecanoate (PFDA),335-76-2,,ng/g,ppb,0.16,0.25,U,,,7
5,MN,Lake Superior,GLNS15-1333,778714,778714.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoroundecanoate (PFUnA),2058-94-8,0.20,ng/g,ppb,0.17,0.25,J,J,Estimated,8
5,MN,Lake Superior,GLNS15-1333,778714,778714.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorododecanoate (PFDoA),307-55-1,,ng/g,ppb,0.09,0.25,U,,,9
5,MN,Lake Superior,GLNS15-1333,778714,778714.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MN,Lake Superior,GLNS15-1333,778714,778714.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MN,Lake Superior,GLNS15-1333,778714,778714.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctanesulfonate (PFOS),1763-23-1,0.77,ng/g,ppb,0.52,1.25,J,J,Estimated,12
5,MN,Lake Superior,GLNS15-1333,778714,778714.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctane sulfonamide (PFOSA),754-91-6,0.15,ng/g,ppb,0.13,0.25,J,J,Estimated,13
5,MN,Lake Superior,GLNS15-1334,778734,778734.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MN,Lake Superior,GLNS15-1334,778734,778734.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MN,Lake Superior,GLNS15-1334,778734,778734.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MN,Lake Superior,GLNS15-1334,778734,778734.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MN,Lake Superior,GLNS15-1334,778734,778734.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MN,Lake Superior,GLNS15-1334,778734,778734.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorononanoate (PFNA),375-95-1,0.20,ng/g,ppb,0.12,0.25,J,J,Estimated,6
5,MN,Lake Superior,GLNS15-1334,778734,778734.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorodecanoate (PFDA),335-76-2,,ng/g,ppb,0.16,0.25,U,,,7
5,MN,Lake Superior,GLNS15-1334,778734,778734.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoroundecanoate (PFUnA),2058-94-8,0.35,ng/g,ppb,0.17,0.25,,,,8
5,MN,Lake Superior,GLNS15-1334,778734,778734.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorododecanoate (PFDoA),307-55-1,,ng/g,ppb,0.09,0.25,U,,,9
5,MN,Lake Superior,GLNS15-1334,778734,778734.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MN,Lake Superior,GLNS15-1334,778734,778734.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MN,Lake Superior,GLNS15-1334,778734,778734.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctanesulfonate (PFOS),1763-23-1,1.58,ng/g,ppb,0.52,1.25,,,,12
5,MN,Lake Superior,GLNS15-1334,778734,778734.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MN,Lake Superior,GLNS15-1342,778694,778694.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MN,Lake Superior,GLNS15-1342,778694,778694.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MN,Lake Superior,GLNS15-1342,778694,778694.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MN,Lake Superior,GLNS15-1342,778694,778694.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MN,Lake Superior,GLNS15-1342,778694,778694.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MN,Lake Superior,GLNS15-1342,778694,778694.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,0.95,ng/g,ppb,0.12,0.25,,,,6
5,MN,Lake Superior,GLNS15-1342,778694,778694.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,0.35,ng/g,ppb,0.16,0.25,,,,7
5,MN,Lake Superior,GLNS15-1342,778694,778694.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,0.71,ng/g,ppb,0.17,0.25,,,,8
5,MN,Lake Superior,GLNS15-1342,778694,778694.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.19,ng/g,ppb,0.09,0.25,J,J,Estimated,9
5,MN,Lake Superior,GLNS15-1342,778694,778694.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MN,Lake Superior,GLNS15-1342,778694,778694.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MN,Lake Superior,GLNS15-1342,778694,778694.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,2.68,ng/g,ppb,0.52,1.25,,,,12
5,MN,Lake Superior,GLNS15-1342,778694,778694.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MN,Lake Superior,GLNS15-2004,778314,778314.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MN,Lake Superior,GLNS15-2004,778314,778314.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MN,Lake Superior,GLNS15-2004,778314,778314.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MN,Lake Superior,GLNS15-2004,778314,778314.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MN,Lake Superior,GLNS15-2004,778314,778314.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MN,Lake Superior,GLNS15-2004,778314,778314.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,0.94,ng/g,ppb,0.12,0.25,,,,6
5,MN,Lake Superior,GLNS15-2004,778314,778314.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,0.37,ng/g,ppb,0.16,0.25,,,,7
5,MN,Lake Superior,GLNS15-2004,778314,778314.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,0.64,ng/g,ppb,0.17,0.25,,,,8
5,MN,Lake Superior,GLNS15-2004,778314,778314.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.09,ng/g,ppb,0.09,0.25,J,J,Estimated,9
5,MN,Lake Superior,GLNS15-2004,778314,778314.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MN,Lake Superior,GLNS15-2004,778314,778314.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MN,Lake Superior,GLNS15-2004,778314,778314.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,2.73,ng/g,ppb,0.52,1.25,,,,12
5,MN,Lake Superior,GLNS15-2004,778314,778314.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,Perfluorononanoate (PFNA),375-95-1,0.63,ng/g,ppb,0.12,0.25,,,,6
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,Perfluorodecanoate (PFDA),335-76-2,0.40,ng/g,ppb,0.16,0.25,,,,7
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,0.91,ng/g,ppb,0.17,0.25,,,,8
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.23,ng/g,ppb,0.09,0.25,J,J,Estimated,9
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,4.50,ng/g,ppb,0.52,1.25,,,,12
5,MN,Lake Superior,GLNS15-2010,778674,778674.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorononanoate (PFNA),375-95-1,0.14,ng/g,ppb,0.12,0.25,J,J,Estimated,6
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorodecanoate (PFDA),335-76-2,,ng/g,ppb,0.16,0.25,U,,,7
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoroundecanoate (PFUnA),2058-94-8,,ng/g,ppb,0.17,0.25,U,,,8
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorododecanoate (PFDoA),307-55-1,,ng/g,ppb,0.09,0.25,U,,,9
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctanesulfonate (PFOS),1763-23-1,1.00,ng/g,ppb,0.52,1.25,J,J,Estimated,12
5,MN,Lake Superior,GLNS15-2012,778754,778754.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
2,NY,Lake Erie,GLNS15-1154,793374,793374.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
2,NY,Lake Erie,GLNS15-1154,793374,793374.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
